B M R T
0.04 0.702 0.092 0.166
0.002 0 0.774 0.224
0.004 0 0.394 0.602
0.002 0 0.774 0.224
0.004 0 0.394 0.602
0.016 0.008 0.894 0.082
0.116 0.278 0.55 0.056
0.294 0.01 0.682 0.014
0.19 0.036 0.534 0.24
0.024 0.008 0.768 0.2
0.362 0 0.44 0.198
0.212 0.312 0.302 0.174
0 0 0.24 0.76
0.046 0.432 0.188 0.334
0.04 0.702 0.092 0.166
0 0 0.246 0.754
0 0 0.556 0.444
0.046 0.432 0.188 0.334
0 0 0.53 0.47
0 0 0.302 0.698
0.012 0.102 0.6 0.286
0.012 0.018 0.714 0.256
0 0 0.516 0.484
0 0 0.216 0.784
0 0 0.292 0.708
0 0 0.15 0.85
0 0 0.378 0.622
0 0 0.66 0.34
0.012 0.102 0.6 0.286
0.012 0.102 0.6 0.286
0.016 0.032 0.938 0.014
0.276 0.162 0.52 0.042
0.262 0 0.738 0
0.262 0 0.738 0
0.012 0.056 0.68 0.252
0 0 0.538 0.462
0 0 0.588 0.412
0 0 0.352 0.648
0.012 0.056 0.68 0.252
0 0 0.538 0.462
0.012 0.056 0.68 0.252
0 0 0.538 0.462
0.012 0.056 0.68 0.252
0 0 0.538 0.462
0.022 0.154 0.38 0.444
0 0 0.588 0.412
0 0 0.352 0.648
0.078 0.552 0.358 0.012
0.006 0.052 0.602 0.34
0.078 0.552 0.358 0.012
0.006 0.052 0.602 0.34
0.014 0.446 0.124 0.416
0 0 0.134 0.866
0.078 0.552 0.358 0.012
0.006 0.052 0.602 0.34
0.682 0.138 0.148 0.032
0.128 0.346 0.316 0.21
0.682 0.138 0.148 0.032
0.128 0.346 0.316 0.21
0.682 0.138 0.148 0.032
0.128 0.346 0.316 0.21
0.078 0.162 0.73 0.03
0 0 0.454 0.546
0 0 0.108 0.892
0.078 0.162 0.73 0.03
0.1 0.042 0.788 0.07
0 0 0.302 0.698
0 0 0.384 0.616
0 0 0.674 0.326
0.178 0.132 0.43 0.26
0.598 0.21 0.114 0.078
0 0 0.164 0.836
0 0 0.078 0.922
0.016 0.228 0.426 0.33
0 0 0.336 0.664
0.03 0.098 0.732 0.14
0.06 0.046 0.418 0.476
0 0 0.424 0.576
0 0 0.372 0.628
0 0 0.568 0.432
0 0 0.526 0.474
0 0 0.644 0.356
0 0 0.412 0.588
0.008 0.634 0.318 0.04
0 0 0.44 0.56
0 0 0.442 0.558
0.048 0.22 0.312 0.42
0 0 0.296 0.704
0 0.002 0.348 0.65
0 0.038 0.462 0.5
0 0 0.16 0.84
0 0 0.396 0.604
0 0 0.396 0.604
0 0 0.55 0.45
0 0 0.286 0.714
0 0.006 0.442 0.552
0 0 0.626 0.374
0 0 0.51 0.49
0 0 0.51 0.49
0 0 0.278 0.722
0 0 0.354 0.646
0 0 0.216 0.784
0 0 0.21 0.79
0 0 0.416 0.584
0 0 0.416 0.584
0 0 0.336 0.664
0 0 0.354 0.646
0 0 0.726 0.274
0.224 0.42 0.252 0.104
0.542 0.086 0.324 0.048
0.148 0.692 0.148 0.012
0.334 0 0.524 0.142
0.608 0.024 0.36 0.008
0.306 0.29 0.396 0.008
0.26 0.272 0.45 0.018
0.392 0.274 0.096 0.238
0.554 0.312 0.12 0.014
0.108 0 0.892 0
0.492 0 0.508 0
0.464 0.136 0.4 0
0.156 0.606 0.2 0.038
0.024 0.12 0.722 0.134
0.05 0.466 0.254 0.23
0.66 0.188 0.144 0.008
0.858 0.024 0.118 0
0.402 0.534 0.054 0.01
0 0 0.31 0.69
0 0 0.538 0.462
0.222 0.15 0.556 0.072
0 0 0.404 0.596
0 0 0.404 0.596
0 0 0.164 0.836
0 0 0.622 0.378
0 0 0.164 0.836
0 0 0.622 0.378
0 0 0.31 0.69
0 0 0.538 0.462
0 0 0.31 0.69
0 0 0.538 0.462
0 0 0.096 0.904
0 0 0.164 0.836
0 0 0.622 0.378
0.048 0.038 0.582 0.332
0.022 0.002 0.594 0.382
0.222 0.15 0.556 0.072
0 0 0.412 0.588
0 0 0.532 0.468
0 0 0.412 0.588
0.002 0.184 0.642 0.172
0.008 0.634 0.318 0.04
0.002 0.184 0.642 0.172
0.002 0.184 0.642 0.172
0 0.118 0.438 0.444
0.004 0.038 0.778 0.18
0 0.118 0.438 0.444
0.004 0.038 0.778 0.18
0.004 0.108 0.502 0.386
0.356 0.172 0.362 0.11
0 0 0.292 0.708
0 0 0.488 0.512
0 0 0.216 0.784
0 0 0.366 0.634
0 0 0.366 0.634
0 0 0.178 0.822
0 0 0.106 0.894
0 0 0.106 0.894
0 0 0.366 0.634
0 0 0.366 0.634
0.048 0.01 0.784 0.158
0.006 0.016 0.786 0.192
0 0 0.61 0.39
0 0 0.61 0.39
0 0 0.61 0.39
0 0 0.006 0.994
0 0 0.422 0.578
0 0 0.666 0.334
0 0 0.454 0.546
0 0 0.16 0.84
0 0 0.16 0.84
0 0 0.16 0.84
0 0 0.16 0.84
0 0 0.426 0.574
0 0 0.426 0.574
0 0.002 0.444 0.554
0 0 0.426 0.574
0 0.002 0.444 0.554
0 0 0.576 0.424
0 0 0.78 0.22
0.084 0.052 0.796 0.068
0.324 0.032 0.636 0.008
0 0 0.576 0.424
0 0 0.78 0.22
0.224 0.022 0.654 0.1
0.126 0.034 0.83 0.01
0.224 0.022 0.654 0.1
0.126 0.034 0.83 0.01
0.146 0.324 0.306 0.224
0.026 0.612 0.252 0.11
0.146 0.324 0.306 0.224
0.026 0.612 0.252 0.11
0.114 0.056 0.2 0.63
0.036 0.152 0.052 0.76
0.146 0.324 0.306 0.224
0.026 0.612 0.252 0.11
0.274 0.066 0.404 0.256
0.164 0.23 0.22 0.386
0.274 0.066 0.404 0.256
0.164 0.23 0.22 0.386
0 0 0.358 0.642
0.274 0.066 0.404 0.256
0.164 0.23 0.22 0.386
0 0 0.358 0.642
0 0 0.552 0.448
0 0 0.358 0.642
0.114 0.056 0.2 0.63
0.036 0.152 0.052 0.76
0.114 0.056 0.2 0.63
0.036 0.152 0.052 0.76
0 0 0.552 0.448
0 0 0.406 0.594
0 0 0.406 0.594
0 0 0.406 0.594
0 0.002 0.664 0.334
0 0.002 0.664 0.334
0 0.002 0.664 0.334
0 0.002 0.664 0.334
0.092 0.334 0.278 0.296
0.062 0.24 0.458 0.24
0.034 0.01 0.956 0
0.034 0.01 0.956 0
0 0 0.716 0.284
0 0 0.464 0.536
0.034 0.01 0.956 0
0.398 0.238 0.164 0.2
0.092 0.334 0.278 0.296
0.062 0.24 0.458 0.24
0 0 0.39 0.61
0.268 0.416 0.296 0.02
0 0 0.4 0.6
0 0 0.672 0.328
0.042 0.02 0.616 0.322
0.016 0.218 0.336 0.43
0.042 0.02 0.616 0.322
0 0 0.756 0.244
0 0 0.416 0.584
0 0 0.572 0.428
0.052 0.348 0.452 0.148
0.166 0.462 0.268 0.104
0.072 0.73 0.154 0.044
0 0 0.486 0.514
0.25 0.062 0.5 0.188
0.276 0.142 0.322 0.26
0.276 0.142 0.322 0.26
0 0 0.44 0.56
0.276 0.142 0.322 0.26
0.276 0.142 0.322 0.26
0.276 0.142 0.322 0.26
0.05 0.184 0.644 0.122
0.026 0.242 0.628 0.104
0.05 0.184 0.644 0.122
0.026 0.242 0.628 0.104
0 0 0.79 0.21
0 0 0.298 0.702
0 0.154 0.35 0.496
0 0 0.48 0.52
0 0 0.48 0.52
0 0 0.768 0.232
0 0 0.2 0.8
0.03 0.028 0.604 0.338
0.104 0.078 0.638 0.18
0.018 0.024 0.782 0.176
0.01 0.002 0.786 0.202
0.03 0.028 0.604 0.338
0.104 0.078 0.638 0.18
0.03 0.028 0.604 0.338
0.104 0.078 0.638 0.18
0 0 0.422 0.578
0.03 0.028 0.604 0.338
0.104 0.078 0.638 0.18
0 0 0.394 0.606
0 0 0.69 0.31
0 0.064 0.67 0.266
0 0 0.748 0.252
0 0 0.814 0.186
0 0 0.362 0.638
0 0 0.45 0.55
0 0 0.3 0.7
0 0 0.364 0.636
0.112 0.04 0.792 0.056
0 0.064 0.67 0.266
0.112 0.04 0.792 0.056
0.12 0.062 0.77 0.048
0.04 0.104 0.704 0.152
0.032 0.01 0.716 0.242
0.01 0 0.46 0.53
0.024 0.002 0.356 0.618
0.032 0.01 0.716 0.242
0.01 0 0.46 0.53
0 0 0.076 0.924
0.024 0.278 0.548 0.15
0.004 0.026 0.814 0.156
0 0 0.114 0.886
0 0 0.324 0.676
0 0 0.69 0.31
0 0 0.69 0.31
0 0 0.69 0.31
0 0 0.302 0.698
0 0 0.44 0.56
0 0 0.392 0.608
0 0 0.392 0.608
0.008 0.066 0.474 0.452
0.05 0.386 0.504 0.06
0.108 0.522 0.126 0.244
0.02 0.56 0.314 0.106
0.79 0.08 0.118 0.012
0.25 0.38 0.038 0.332
0.046 0.698 0.254 0.002
0.13 0.358 0.426 0.086
0.008 0.066 0.474 0.452
0.022 0.75 0.154 0.074
0.54 0.278 0.072 0.11
0.058 0.256 0.364 0.322
0.804 0 0.196 0
0.662 0 0.338 0
0.488 0.05 0.462 0
0.682 0 0.318 0
0.62 0 0.38 0
0.15 0 0.85 0
0.726 0.102 0.17 0.002
0.516 0.198 0.284 0.002
0.36 0 0.64 0
0.616 0 0.384 0
0.002 0 0.2 0.798
0 0 0.038 0.962
0 0 0.472 0.528
0 0 0.482 0.518
0 0 0.438 0.562
0 0 0.318 0.682
0 0 0.37 0.63
0 0 0.76 0.24
0 0 0.256 0.744
0 0 0.766 0.234
0 0 0.256 0.744
0 0 0.766 0.234
0 0 0.186 0.814
0 0 0.5 0.5
0.102 0.024 0.79 0.084
0.002 0.102 0.676 0.22
0 0 0.566 0.434
0.072 0.062 0.636 0.23
0.016 0 0.32 0.664
0 0 0.224 0.776
0 0 0.224 0.776
0 0 0.272 0.728
0 0 0.186 0.814
0 0 0.5 0.5
0.042 0.16 0.664 0.134
0.006 0.034 0.75 0.21
0.008 0 0.266 0.726
0.19 0.082 0.444 0.284
0 0 0.308 0.692
0 0 0.598 0.402
0 0 0.562 0.438
0.382 0.466 0.13 0.022
0.322 0.266 0.388 0.024
0.634 0.206 0.146 0.014
0 0 0.62 0.38
0 0 0.346 0.654
0.262 0.352 0.348 0.038
0.388 0.246 0.312 0.054
0.262 0.352 0.348 0.038
0.388 0.246 0.312 0.054
0.056 0.08 0.6 0.264
0 0 0.4 0.6
0.004 0 0.444 0.552
0.038 0.268 0.622 0.072
0.092 0.08 0.58 0.248
0.128 0.186 0.276 0.41
0.154 0.312 0.21 0.324
0.128 0.186 0.276 0.41
0.154 0.312 0.21 0.324
0.092 0.08 0.58 0.248
0.262 0.352 0.348 0.038
0.388 0.246 0.312 0.054
0.038 0.268 0.622 0.072
0.092 0.08 0.58 0.248
0.092 0.08 0.58 0.248
0 0 0.328 0.672
0.226 0.1 0.662 0.012
0.08 0.17 0.748 0.002
0.182 0.136 0.674 0.008
0.08 0.17 0.748 0.002
0.182 0.136 0.674 0.008
0.052 0 0.826 0.122
0.026 0 0.866 0.108
0.08 0.17 0.748 0.002
0.182 0.136 0.674 0.008
0.132 0.114 0.746 0.008
0.036 0.006 0.898 0.06
0 0 0.178 0.822
0.02 0 0.87 0.11
0.01 0.076 0.624 0.29
0 0 0.436 0.564
0 0 0.308 0.692
0.018 0 0.5 0.482
0 0 0.652 0.348
0.018 0 0.5 0.482
0 0 0.652 0.348
0 0 0.674 0.326
0 0 0.828 0.172
0 0 0.296 0.704
0.3 0.166 0.414 0.12
0.028 0.244 0.462 0.266
0 0 0.828 0.172
0 0 0.296 0.704
0.018 0 0.5 0.482
0 0 0.652 0.348
0.066 0.002 0.532 0.4
0.3 0.166 0.414 0.12
0.028 0.244 0.462 0.266
0 0 0.232 0.768
0.546 0 0.454 0
0.632 0.178 0.178 0.012
0.322 0.316 0.36 0.002
0.284 0.62 0.052 0.044
0.01 0.298 0.54 0.152
0.356 0 0.644 0
0.004 0.016 0.278 0.702
0.004 0.094 0.226 0.676
0.152 0.274 0.094 0.48
0.028 0.656 0.212 0.104
0.01 0.754 0.104 0.132
0.032 0.642 0.154 0.172
0 0 0.968 0.032
0.022 0.368 0.092 0.518
0.018 0.242 0.018 0.722
0.454 0 0.546 0
0.724 0 0.276 0
0.218 0.374 0.376 0.032
0.026 0.312 0.58 0.082
0.038 0 0.318 0.644
0 0 0.744 0.256
0.036 0 0.574 0.39
0.036 0 0.574 0.39
0.036 0 0.574 0.39
0 0 0.038 0.962
0 0 0.744 0.256
0 0 0.744 0.256
0 0 0.252 0.748
0 0 0.618 0.382
0.02 0.042 0.798 0.14
0 0 0.436 0.564
0 0 0.442 0.558
0 0 0.302 0.698
0 0 0.356 0.644
0 0 0.356 0.644
0.154 0.238 0.356 0.252
0 0 0.146 0.854
0.154 0.238 0.356 0.252
0.154 0.238 0.356 0.252
0.022 0.192 0.624 0.162
0.154 0.238 0.356 0.252
0.002 0.118 0.372 0.508
0.084 0.212 0.66 0.044
0 0 0.284 0.716
0.108 0.148 0.302 0.442
0 0.008 0.856 0.136
0.074 0.112 0.722 0.092
0.158 0.1 0.61 0.132
0.074 0.112 0.722 0.092
0.158 0.1 0.61 0.132
0.108 0.148 0.302 0.442
0 0.008 0.856 0.136
0.1 0.094 0.796 0.01
0.022 0.042 0.772 0.164
0.02 0.01 0.37 0.6
0.008 0.012 0.898 0.082
0.02 0.01 0.37 0.6
0.008 0.012 0.898 0.082
0.02 0.01 0.37 0.6
0.008 0.012 0.898 0.082
0.02 0.01 0.37 0.6
0.008 0.012 0.898 0.082
0.398 0.06 0.428 0.114
0.024 0.232 0.344 0.4
0.114 0.006 0.526 0.354
0.062 0.092 0.796 0.05
0.086 0.47 0.274 0.17
0.04 0.364 0.032 0.564
0.024 0.156 0.44 0.38
0.254 0.032 0.706 0.008
0.114 0.006 0.526 0.354
0.062 0.092 0.796 0.05
0.114 0.006 0.526 0.354
0.062 0.092 0.796 0.05
0.012 0 0.956 0.032
0 0 1 0
0.146 0.128 0.632 0.094
0.024 0.156 0.44 0.38
0.254 0.032 0.706 0.008
0.024 0.156 0.44 0.38
0.254 0.032 0.706 0.008
0 0 0.11 0.89
0 0 0.11 0.89
0 0 0.458 0.542
0.028 0.004 0.954 0.014
0.028 0.004 0.954 0.014
0.028 0.004 0.954 0.014
0.222 0.492 0.11 0.176
0.076 0.66 0.19 0.074
0.184 0.15 0.666 0
0 0 0.184 0.816
0 0 0.738 0.262
0 0 0.438 0.562
0.012 0 0.956 0.032
0 0 1 0
0.006 0.096 0.684 0.214
0.006 0.044 0.86 0.09
0.092 0.018 0.762 0.128
0.154 0.248 0.556 0.042
0 0 0.43 0.57
0 0 0.606 0.394
0 0 0.164 0.836
0.074 0.006 0.862 0.058
0.162 0.09 0.694 0.054
0.074 0.006 0.862 0.058
0.074 0.006 0.862 0.058
0.122 0.442 0.426 0.01
0.086 0.024 0.086 0.804
0.086 0.024 0.086 0.804
0.104 0.21 0.432 0.254
0.308 0.384 0.196 0.112
0 0 0.428 0.572
0.018 0.05 0.382 0.55
0.018 0.05 0.382 0.55
0 0 0.064 0.936
0.018 0.05 0.382 0.55
0.04 0.13 0.244 0.586
0.04 0.13 0.244 0.586
0.04 0.13 0.244 0.586
0.04 0.13 0.244 0.586
0.084 0.018 0.722 0.176
0.062 0.074 0.626 0.238
0.608 0.224 0.168 0
0.608 0.368 0.018 0.006
0.65 0.236 0.05 0.064
0.074 0.006 0.862 0.058
0.13 0.446 0.334 0.09
0.088 0.374 0.088 0.45
0.088 0.374 0.088 0.45
0.026 0.73 0.14 0.104
0.65 0.236 0.05 0.064
0.026 0.73 0.14 0.104
0.026 0.73 0.14 0.104
0.13 0.446 0.334 0.09
0 0 0.364 0.636
0.084 0.018 0.722 0.176
0.062 0.074 0.626 0.238
0.338 0.102 0.24 0.32
0.34 0.48 0.142 0.038
0.28 0.404 0.27 0.046
0.07 0.8 0.032 0.098
0.474 0.31 0.176 0.04
0.208 0.57 0.178 0.044
0.088 0.23 0.304 0.378
0.052 0.768 0.17 0.01
0.016 0.368 0.558 0.058
0.226 0.002 0.772 0
0.036 0.29 0.42 0.254
0.2 0.082 0.334 0.384
0.05 0.606 0.208 0.136
0 0 0.244 0.756
0 0 0.08 0.92
0.002 0.006 0.89 0.102
0.082 0.014 0.514 0.39
0.002 0.006 0.89 0.102
0.082 0.014 0.514 0.39
0.002 0.006 0.89 0.102
0.082 0.014 0.514 0.39
0.002 0.006 0.89 0.102
0.082 0.014 0.514 0.39
0.05 0.032 0.78 0.138
0.004 0.042 0.62 0.334
0.05 0.032 0.78 0.138
0.004 0.042 0.62 0.334
0.12 0 0.87 0.01
0 0 0.178 0.822
0 0 0.608 0.392
0.05 0.032 0.78 0.138
0.004 0.042 0.62 0.334
0 0 0.668 0.332
0.116 0 0.448 0.436
0 0 0.612 0.388
0.022 0.036 0.346 0.596
0 0 0.04 0.96
0.12 0 0.87 0.01
0.02 0.004 0.684 0.292
0.026 0.036 0.644 0.294
0.016 0.292 0.58 0.112
0.05 0.116 0.448 0.386
0.06 0.032 0.684 0.224
0 0 0.306 0.694
0.134 0 0.734 0.132
0.084 0.018 0.722 0.176
0.062 0.074 0.626 0.238
0.002 0 0.338 0.66
0 0 0.574 0.426
0.042 0.16 0.664 0.134
0.006 0.034 0.75 0.21
0 0 0.492 0.508
0 0 0.492 0.508
0 0 0.492 0.508
0.044 0.094 0.686 0.176
0.018 0 0.414 0.568
0 0 0.546 0.454
0 0 0.234 0.766
0.004 0.372 0.294 0.33
0 0.08 0.476 0.444
0 0 0.808 0.192
0.094 0.034 0.87 0.002
0.022 0.596 0.234 0.148
0.032 0.018 0.176 0.774
0 0 0.98 0.02
0.31 0.068 0.622 0
0.112 0.006 0.874 0.008
0.31 0.068 0.622 0
0.112 0.006 0.874 0.008
0.31 0.068 0.622 0
0.112 0.006 0.874 0.008
0.036 0.018 0.758 0.188
0.014 0.006 0.164 0.816
0.31 0.068 0.622 0
0.112 0.006 0.874 0.008
0.036 0.018 0.758 0.188
0.014 0.006 0.164 0.816
0 0 0.318 0.682
0 0 0.318 0.682
0 0 0.318 0.682
0.144 0.296 0.138 0.422
0.208 0.596 0.114 0.082
0.036 0.018 0.174 0.772
0.026 0.044 0.832 0.098
0 0 0.212 0.788
0.04 0.388 0.29 0.282
0.016 0.472 0.308 0.204
0.04 0.388 0.29 0.282
0.016 0.472 0.308 0.204
0 0 0.658 0.342
0.002 0.018 0.892 0.088
0.006 0.03 0.474 0.49
0 0 0.524 0.476
0 0 0.86 0.14
0.142 0.258 0.422 0.178
0.144 0.296 0.138 0.422
0.208 0.596 0.114 0.082
0.142 0.258 0.422 0.178
0.04 0.388 0.29 0.282
0.016 0.472 0.308 0.204
0.182 0 0.8 0.018
0.072 0 0.892 0.036
0.22 0.064 0.67 0.046
0.142 0.258 0.422 0.178
0.142 0.258 0.422 0.178
0.002 0.316 0.114 0.568
0.002 0.316 0.114 0.568
0 0 0.446 0.554
0 0 0.446 0.554
0.182 0 0.8 0.018
0.106 0.49 0.026 0.378
0.274 0.06 0.662 0.004
0.156 0.108 0.642 0.094
0 0 0.408 0.592
0.182 0 0.8 0.018
0 0.198 0.716 0.086
0.016 0.162 0.798 0.024
0 0.018 0.198 0.784
0 0.018 0.198 0.784
0.01 0.042 0.786 0.162
0.006 0.424 0.056 0.514
0.182 0 0.8 0.018
0 0.012 0.128 0.86
0 0.012 0.128 0.86
0 0 0.188 0.812
0 0.002 0.21 0.788
0.014 0.004 0.906 0.076
0 0.06 0.376 0.564
0 0 0.34 0.66
0 0 0.568 0.432
0.01 0.034 0.722 0.234
0 0 0.62 0.38
0 0 0.606 0.394
0 0 0.164 0.836
0 0 0.792 0.208
0 0 0.62 0.38
0 0 0.03 0.97
0 0 0.008 0.992
0 0 0.136 0.864
0.738 0.07 0.16 0.032
0.008 0.032 0.648 0.312
0.026 0.002 0.824 0.148
0 0 0.144 0.856
0 0 0.37 0.63
0 0 0.432 0.568
0 0 0.136 0.864
0 0 0.236 0.764
0 0 0.58 0.42
0.08 0.002 0.914 0.004
0.352 0.29 0.324 0.034
0.08 0.002 0.914 0.004
0.352 0.29 0.324 0.034
0 0 0.214 0.786
0.334 0 0.666 0
0.346 0 0.654 0
0.512 0 0.488 0
0.144 0 0.856 0
0.452 0 0.548 0
0.158 0 0.842 0
0 0 0.152 0.848
0 0 1 0
0.234 0.362 0.378 0.026
0.23 0.41 0.254 0.106
0.002 0.52 0.276 0.202
0.076 0.642 0.234 0.048
0 0 1 0
0.028 0.086 0.742 0.144
0.028 0.086 0.742 0.144
0.08 0.002 0.914 0.004
0.352 0.29 0.324 0.034
0.012 0 0.916 0.072
0.012 0 0.916 0.072
0.078 0.006 0.91 0.006
0.12 0.116 0.646 0.118
0 0 0.392 0.608
0 0 0.364 0.636
0 0 0.392 0.608
0 0 0.364 0.636
0.136 0.618 0.136 0.11
0.024 0.666 0.266 0.044
0.224 0.53 0.064 0.182
0.274 0.154 0.396 0.176
0.282 0.032 0.404 0.282
0.05 0.208 0.632 0.11
0.078 0.006 0.91 0.006
0.12 0.116 0.646 0.118
0.282 0.032 0.404 0.282
0.05 0.208 0.632 0.11
0.078 0.006 0.91 0.006
0.12 0.116 0.646 0.118
0 0 0.144 0.856
0.078 0.006 0.91 0.006
0.12 0.116 0.646 0.118
0 0 0.656 0.344
0 0 0.324 0.676
0 0 0.482 0.518
0 0 0.636 0.364
0 0 0.374 0.626
0 0 0.538 0.462
0.122 0.04 0.722 0.116
0.072 0 0.912 0.016
0.122 0.04 0.722 0.116
0.072 0 0.912 0.016
0 0 0.324 0.676
0 0 0.482 0.518
0 0 0.438 0.562
0 0 0.072 0.928
0 0 0.546 0.454
0 0 0.546 0.454
0 0 0.546 0.454
0.14 0.048 0.35 0.462
0.052 0.016 0.734 0.198
0 0 0.734 0.266
0 0 0.11 0.89
0.18 0.006 0.556 0.258
0.012 0 0.866 0.122
0.18 0.006 0.556 0.258
0.012 0 0.866 0.122
0.424 0.158 0.246 0.172
0 0 0.822 0.178
0.424 0.158 0.246 0.172
0.424 0.158 0.246 0.172
0.018 0.098 0.728 0.156
0.424 0.158 0.246 0.172
0.024 0.042 0.616 0.318
0.046 0 0.404 0.55
0.164 0.118 0.676 0.042
0 0 0.564 0.436
0 0 0.736 0.264
0.032 0.034 0.858 0.076
0.032 0.034 0.858 0.076
0.032 0.034 0.858 0.076
0 0 0.216 0.784
0.032 0.034 0.858 0.076
0 0 0.21 0.79
0 0 0.776 0.224
0 0 0.612 0.388
0 0 0.126 0.874
0 0 0.372 0.628
0.042 0.234 0.292 0.432
0 0 0.74 0.26
0 0 0.19 0.81
0 0 0.738 0.262
0 0 0.694 0.306
0 0 0.172 0.828
0 0 0.172 0.828
0 0 0.172 0.828
0 0 0.394 0.606
0 0 0.394 0.606
0 0 0.172 0.828
0 0 0.394 0.606
0 0 0.174 0.826
0 0 0.652 0.348
0 0 0.94 0.06
0 0 0.334 0.666
0 0 0.156 0.844
0 0 0.756 0.244
0 0 0.438 0.562
0 0 0.152 0.848
0 0 0.4 0.6
0.012 0.1 0.188 0.7
0 0 0.182 0.818
0 0 0.302 0.698
0.062 0.592 0.312 0.034
0.062 0.592 0.312 0.034
0.062 0.592 0.312 0.034
0.062 0.592 0.312 0.034
0.79 0.012 0.198 0
0.584 0.004 0.412 0
0.176 0.026 0.79 0.008
0 0 0.468 0.532
0 0 0.734 0.266
0.048 0.104 0.402 0.446
0 0 0.544 0.456
0 0 0.344 0.656
0.218 0.008 0.634 0.14
0.218 0.008 0.634 0.14
0 0 0.358 0.642
0 0 0.04 0.96
0 0 0.358 0.642
0 0 0.36 0.64
0.064 0 0.614 0.322
0.002 0.002 0.786 0.21
0 0 0.358 0.642
0 0 0.36 0.64
0 0 0.358 0.642
0 0 0.36 0.64
0 0 0.552 0.448
0 0 0.358 0.642
0 0 0.36 0.64
0 0.286 0.614 0.1
0.002 0.108 0.408 0.482
0.008 0.054 0.906 0.032
0.008 0.054 0.906 0.032
0.008 0.054 0.906 0.032
0.008 0.054 0.906 0.032
0.198 0 0.7 0.102
0 0 0.25 0.75
0 0 0.556 0.444
0 0 0.85 0.15
0 0 0.522 0.478
0.082 0.114 0.4 0.404
0.004 0.07 0.206 0.72
0 0 0.652 0.348
0 0 0.398 0.602
0.01 0.178 0.51 0.302
0 0 0.1 0.9
0 0 0.314 0.686
0 0 0.1 0.9
0 0 0.314 0.686
0 0 0.728 0.272
0 0 0.056 0.944
0 0 0.594 0.406
0 0 0.64 0.36
0 0 0.374 0.626
0 0 0.196 0.804
0.064 0.022 0.742 0.172
0.008 0.056 0.764 0.172
0 0 0.144 0.856
0 0 0.476 0.524
0.51 0.016 0.43 0.044
0.01 0.034 0.796 0.16
0.064 0.022 0.742 0.172
0.008 0.056 0.764 0.172
0 0 0.728 0.272
0 0 0.056 0.944
0 0 0.728 0.272
0 0 0.056 0.944
0.51 0.016 0.43 0.044
0.01 0.034 0.796 0.16
0.352 0.238 0.178 0.232
0.374 0.186 0.192 0.248
0.074 0.502 0.038 0.386
0 0.436 0.426 0.138
0.21 0.488 0.302 0
0.486 0.276 0.202 0.036
0.374 0.252 0.374 0
0.718 0.056 0.212 0.014
0.224 0.666 0.098 0.012
0.53 0.278 0.172 0.02
0.488 0.344 0.162 0.006
0.1 0.592 0.212 0.096
0.428 0.182 0.274 0.116
0.104 0.196 0.454 0.246
0.182 0.35 0.294 0.174
0.03 0.526 0.182 0.262
0.47 0.274 0.232 0.024
0.046 0.542 0.116 0.296
0.252 0.71 0.028 0.01
0.124 0.644 0.212 0.02
0.586 0.29 0.046 0.078
0.274 0.202 0.078 0.446
0.118 0.57 0.15 0.162
0.136 0.222 0.478 0.164
0.314 0.352 0.238 0.096
0.162 0.49 0.264 0.084
0.132 0.732 0.012 0.124
0.136 0.492 0.034 0.338
0.058 0.758 0.074 0.11
0.084 0.474 0.374 0.068
0.266 0.246 0.244 0.244
0.036 0.552 0.272 0.14
0.034 0 0.424 0.542
0.002 0.05 0.928 0.02
0 0 0.098 0.902
0.016 0.046 0.374 0.564
0.016 0.046 0.374 0.564
0.016 0.046 0.374 0.564
0.016 0.046 0.374 0.564
0.224 0.548 0.064 0.164
0.112 0.324 0.142 0.422
0.112 0.324 0.142 0.422
0.112 0.036 0.57 0.282
0.014 0.126 0.528 0.332
0.002 0.05 0.928 0.02
0.112 0.036 0.57 0.282
0.014 0.126 0.528 0.332
0.224 0.548 0.064 0.164
0.232 0 0.768 0
0.304 0.264 0.374 0.058
0.386 0.262 0.218 0.134
0.618 0.128 0.238 0.016
0.552 0.292 0.156 0
0.076 0.592 0.016 0.316
0.164 0.558 0.08 0.198
0.074 0.304 0.194 0.428
0.294 0.164 0.146 0.396
0.488 0.21 0.102 0.2
0.14 0.472 0.242 0.146
0.096 0.36 0.48 0.064
0.014 0 0.984 0.002
0.67 0.022 0.302 0.006
0.014 0 0.984 0.002
0.67 0.022 0.302 0.006
0.014 0 0.984 0.002
0.67 0.022 0.302 0.006
0.224 0.548 0.064 0.164
0.25 0.056 0.694 0
0.25 0.056 0.694 0
0 0 0.35 0.65
0 0 0.09 0.91
0.026 0.738 0.16 0.076
0 0.004 0.64 0.356
0 0 0.314 0.686
0.006 0.01 0.264 0.72
0.036 0.024 0.428 0.512
0.154 0 0.846 0
0.288 0.002 0.71 0
0.614 0.014 0.372 0
0.25 0.172 0.148 0.43
0.592 0.15 0.236 0.022
0.79 0.088 0.122 0
0.478 0.206 0.294 0.022
0.006 0.01 0.264 0.72
0.036 0.024 0.428 0.512
0.712 0.002 0.286 0
0.752 0 0.248 0
0.136 0.344 0.422 0.098
0.186 0.278 0.258 0.278
0.1 0.184 0.464 0.252
0.03 0.71 0.064 0.196
0.302 0.256 0.424 0.018
0.084 0.52 0.078 0.318
